FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,CD4,CD8,CD25,FoxP3,BV786-A,CD3,PE-A,IL2,PerCP-Cy5-5-A,APC-A,CD44,APC-Cy7-A,Time
25344.2,26275.166,165621.12,29255.322,30387.014,91452.98,64.244255,-68.794754,195.73473,542.12115,64.11192,-15.923829,-13.766998,25.583815,-6.9752793,-46.80568,19.697598,35.58026,437.18158
52227.777,52289.273,214056.23,48808.484,49238.754,128697.33,94.542404,147.29538,758.62946,3615.413,612.1933,60.49635,291.58276,834.4637,2805.3013,1965.6211,215.59691,56.11771,437.19995
78252.58,74274.29,213551.7,46776.18,41488.06,169145.97,-1.086534,242.40575,340.86508,548.14233,1138.4589,37.786266,17.381582,94.81645,216.54047,1019.3418,788.62946,10025.875,437.41815
59489.324,60643.703,214450.42,39851.4,41694.684,113888.53,616.669,4629.1494,4649.279,9561.499,4334.87,600.5624,1145.6438,882.09753,1292.7212,1837.1637,1397.5925,3727.0042,437.64453
61264.906,61783.117,213473.88,40505.633,42359.36,120626.16,97.2308,396.59784,1643.4684,3027.9414,1707.2308,73.90088,7340.564,2643.4932,1872.633,12788.279,2980.777,11445.157,437.79657
53134.414,53554.87,213775.69,50625.098,52458.5,128780.414,35.064487,190.21725,1485.9209,3399.593,1725.2443,63.19006,5805.6353,2315.242,2802.135,9432.676,2239.3882,9577.823,437.9162
79739.02,81789.47,210543.0,36565.277,38882.637,114039.445,94.66192,190.9219,843.2648,285.03668,924.4116,52.032116,4602.675,1302.5875,385.53137,1043.8047,755.6861,8115.7573,438.07355
60701.72,62257.34,213208.89,38737.887,39915.49,117026.71,99.8582,85.27253,609.81885,2719.6516,1749.5485,15.023114,58.956367,673.38983,2767.8093,1806.8297,517.37994,7915.8135,438.0927
79534.77,79877.91,213467.16,42022.62,43288.516,115593.06,70.887856,96.03612,27.131802,364.43637,834.9156,25.583815,-15.143699,-59.840557,-7.0670595,914.15137,467.2961,7689.6675,438.1041
62756.727,64613.094,202567.56,28515.295,29882.094,105043.984,36.34147,109.10396,690.0062,4228.4473,601.71484,37.942265,86.40455,1039.4543,3537.0632,1778.3984,199.26913,954.81415,438.5769
77736.99,74712.875,219181.62,53926.74,57719.035,125024.8,20.846018,160.5381,182.28336,214.06612,288.8427,-19.319689,-65.943924,22.482054,94.7687,334.81586,229.71634,3102.3848,438.75967
66251.836,71670.32,159915.34,44308.895,45054.105,118115.43,118.869896,105.88459,58.57274,-164.35255,723.46,27.72875,-15.786159,-6.883499,113.06715,509.25363,310.7774,4929.111,438.77866
45190.133,51038.277,128695.62,56301.21,56903.074,144348.34,150.66821,111.30875,917.5493,4815.3467,1234.0739,25.532839,180.35886,1045.0529,3684.1868,4849.634,1404.3335,7700.268,438.79117
44170.168,42096.508,169826.47,56779.582,57659.95,178427.97,139.41739,541.46387,511.5139,771.3819,433.48608,74.860245,396.86884,305.601,105.30906,908.82385,399.3872,3612.6265,438.96893
55522.51,57765.77,204431.42,36165.09,37625.57,116589.88,198.25677,113.63177,338.35355,1442.4596,810.49713,28.957823,190.41428,439.55997,1324.0641,1769.8635,1021.24445,9854.798,439.05682
46063.97,47891.81,205883.14,57082.22,57321.418,141829.73,184.69414,168.091,760.74536,3231.981,2679.45,23.497263,930.5115,959.00916,2693.6052,5186.8413,1902.833,16519.361,439.06104
74711.234,75848.46,212938.61,38931.883,39969.008,119898.03,152.79735,280.13092,-10.350666,114.16771,603.6071,2.1005244,61.60289,4.258261,116.727295,641.1454,327.01505,4824.5186,439.09116
59685.77,60217.387,213371.44,40974.29,41720.62,118333.82,143.5651,192.62448,2109.9346,4227.132,1309.2734,71.69355,8131.7993,2664.878,2610.223,26705.268,4617.3994,8084.173,439.15973
39069.043,39018.566,210299.89,53179.887,55184.15,128845.22,29.597816,280.0154,892.90216,3942.517,1000.52625,25.685785,361.6816,1118.6145,2798.28,10895.395,1884.0238,3422.7402,439.30264
58180.977,58645.24,212760.19,39384.207,40794.26,128231.96,74.00851,-3.545532,93.0483,1111.2955,1047.7618,34.93309,155.32883,236.45688,693.85675,1022.4404,759.8176,8745.16,439.3448
57038.633,57811.51,209797.64,35717.383,37075.73,114979.69,30.358229,93.82529,444.3426,2356.578,236.23753,19.497227,61.169926,622.91077,2029.5768,476.91623,26.63259,154.4062,439.35123
51084.93,52619.324,210762.3,36404.754,39251.086,114115.6,245.60345,1023.8581,1838.2439,4077.7617,962.2116,141.93262,728.68726,1084.3348,2584.1116,7028.517,1501.0435,681.97125,439.51202
56429.168,56088.438,215739.73,41025.04,41500.566,119334.73,64.11192,82.81794,612.0854,3376.4329,1178.0316,50.333786,211.94165,697.1608,2732.7493,2553.4373,622.3361,4838.598,439.5377
63174.312,64299.777,206133.14,31606.537,33393.05,116438.81,78.86439,60.151573,757.7145,3834.9502,1353.4781,27.72875,161.96442,949.877,3420.6404,1753.718,518.31665,4725.797,439.7018
45628.496,49279.67,192872.73,32081.365,34290.273,105500.836,-8.921016,-69.13787,770.4669,3428.4148,545.6253,9.937653,189.29295,773.15466,3041.6807,8713.63,1511.318,631.9039,439.83643
46281.324,48596.906,197063.47,41975.71,43103.02,117140.13,109.9383,-19.786354,291.03278,1645.3556,1665.2562,12.624335,214.35782,435.21127,1491.5166,1851.7327,1241.3019,11554.371,439.8437
78053.62,78162.18,202422.42,29428.629,30212.184,105745.39,30.675297,51.896572,7.391423,1396.3677,1518.517,-9.499229,65.01702,-27.763447,16.979465,13124.128,2675.0452,11311.155,440.16083
58027.77,59247.008,214179.03,41390.37,42921.27,123984.28,52.80965,233.8498,1981.266,4742.435,1485.4064,48.164104,6623.991,2756.8872,2718.0645,20447.566,3583.0537,8165.172,440.32446
69099.77,68126.08,213909.58,42177.027,43299.812,121511.79,93.88505,185.51707,-23.789375,279.03372,978.9099,35.347294,166.85223,8.302026,14.422484,923.1754,648.9735,7946.4194,440.3355
35659.29,36407.094,207634.84,38120.12,39192.47,116538.65,69.86871,46.763615,595.7628,2564.792,553.664,44.21356,244.44307,657.97076,2595.0334,2017.4281,324.35773,1277.3983,440.7378
78760.87,77911.836,211038.11,38472.58,40473.19,114103.05,97.708595,184.04744,37.3646,299.6113,1333.0056,54.4277,-58.417965,-5.7821393,-68.33021,1021.4619,596.4002,9620.605,441.2863
68321.97,68267.195,206928.77,34998.035,33254.6,162781.17,-19.44324,179.40076,532.9104,3395.1328,737.0131,25.532839,121.66603,646.6359,2662.8586,1587.6421,465.87503,3604.6897,441.7369
78988.836,79970.805,220802.72,54270.652,56076.305,130465.33,22.224274,265.84918,195.67604,479.821,1802.903,4.061754,-90.90808,-22.210758,-149.83084,6776.875,1876.3044,10113.288,441.91974
48502.17,48419.02,211087.48,40268.13,42401.934,114192.63,28.838173,-59.81655,615.9144,2483.5308,786.3647,4.4056873,49.90988,684.8623,2308.3127,553.30096,63.78127,1316.1583,442.16098
75143.055,74546.33,207761.22,35024.67,36774.67,112536.68,14.986498,139.23955,16.042664,189.45374,722.31635,36.903004,85.543335,3.374529,71.11755,644.1353,525.4395,6482.3965,442.22223
53226.965,54974.164,199773.45,26938.615,28575.07,108052.64,40.506416,65.171196,769.03735,4143.64,478.71103,61.07371,127.784294,842.3568,3518.7073,6662.6606,779.11615,1326.2153,442.4174
25171.967,26211.652,199023.2,56174.895,56708.41,148314.56,-55.641975,150.66821,126.83665,664.8444,117.322784,17.532448,17.834293,62.61297,-10.27936,75.14073,3.8813024,23.455482,442.50864
34357.668,34029.113,205563.6,41243.168,43319.383,119581.95,69.02236,49.618397,718.3705,3236.556,658.61115,-12.71153,84.72983,809.4996,2398.257,828.8574,247.37907,1262.34,442.6171
66597.49,64680.773,206594.81,32004.977,33416.473,113471.336,34.426796,-10.350666,612.0854,3728.3552,601.769,23.649693,98.873344,1013.3429,2806.1274,6340.4033,1065.1146,1480.8208,442.63388
75224.625,74895.78,219701.22,50750.055,52200.883,124888.414,178.81229,142.97275,114.882225,1566.3246,1382.2427,-19.962149,252.92024,144.15247,68.09234,19585.46,3281.2903,9924.271,442.73486
39440.074,41694.45,198737.08,26693.842,28536.203,86757.88,846.2956,5559.6797,5703.3887,9903.128,3893.7947,612.21844,981.2199,991.7746,1508.5878,1949.5844,1375.0323,2699.236,442.8173
79621.836,81271.3,218200.73,46688.95,48164.2,124653.48,108.746346,210.84947,34.74557,482.5949,866.1391,11.279412,76.25097,-18.769009,-38.318146,7195.354,1694.4635,7965.392,442.83725
62256.47,64797.23,200741.48,44825.59,46745.504,120568.914,-10.350666,92.928764,949.745,4216.438,696.81134,17.482155,92.428314,1061.8945,3725.0745,4923.5117,673.4908,1507.0232,442.84628
75923.195,76365.164,213179.58,39408.383,41548.832,113606.54,-4.8036237,277.4741,-91.55478,-22.817215,340.12317,37.110718,-68.23842,5.734289,67.804115,958.7826,391.4238,5665.9336,442.9275
44385.406,43795.688,212828.53,45792.336,46270.01,123466.58,41.342106,228.25476,568.393,2968.5251,1710.1473,-7.938969,-13.9964485,683.5315,2453.8298,2451.2368,1153.5615,11894.84,443.0437
62318.293,62239.805,211296.89,36747.266,37573.21,113273.41,140.06937,317.35654,434.1023,1946.3826,2019.2947,42.797188,66.7952,570.9174,1725.005,2302.0674,1366.9324,12239.006,443.0833
66326.28,66036.5,216340.7,44817.207,46094.08,125573.375,108.031044,89.520645,647.34546,3417.2065,1261.0656,20.15361,122.4728,649.80237,2000.6204,2720.8723,941.4411,9763.306,443.10196
57148.84,59118.434,207745.6,32912.453,35131.008,111840.12,55.751583,223.41267,802.89136,3870.234,816.616,61.025597,171.35916,919.49786,3316.47,10579.933,1478.6464,1239.8884,443.26605
58043.582,59176.72,207410.58,32101.572,33454.047,108183.98,61.733437,165.96779,612.84064,2358.5222,1171.6267,-4.35955,162.5757,700.0519,2630.9194,1582.2604,500.53806,4931.503,443.58014
73241.49,75167.33,203161.88,29184.115,30356.508,110563.45,73.228775,41.599422,110.41502,927.9572,409.56247,37.526356,292.08423,98.06226,-40.612648,8264.274,1683.5367,5537.15,443.64835
79962.82,80851.445,215497.0,42473.87,44107.31,127200.98,45.728054,110.474594,1131.9397,783.1623,1154.8141,41.697704,6312.857,1912.1444,419.9294,3544.0217,1468.5349,10378.685,443.65424
79985.555,79864.37,210140.97,37350.94,37514.613,122326.18,40.31369,49.618397,230.29529,281.74744,1881.7053,4.1108747,481.6424,18.03561,-25.606619,2469.5024,1148.2341,14638.925,443.65887
54543.527,54680.125,213841.0,44554.75,45508.69,163457.78,20.533142,143.97969,792.08325,2538.7725,1044.1592,32.866158,354.10327,828.13086,3099.8235,1126.1631,281.9712,5454.7373,443.88092
78336.11,77069.21,211623.27,36669.617,37859.56,112386.766,180.93048,235.48055,-106.88063,230.47015,1342.384,-1.8355998,-35.42708,-65.622696,-3.6711996,3672.9683,1008.8499,12027.483,443.93512
55110.95,57477.14,207583.77,33402.74,35936.37,110386.04,1493.0692,10113.058,9856.235,17462.031,7592.928,1030.368,2040.0857,1842.2998,2707.8767,3075.5845,2345.9377,3356.527,443.9589
34471.37,35034.758,197558.02,25789.832,26410.23,90210.71,132.12167,516.0873,70.68779,124.816315,270.53696,31.01176,-10.325249,-47.35848,220.02107,788.8469,109.66179,1364.7579,444.5681
75357.305,87753.5,128086.37,39400.523,40368.38,119192.19,-51.638954,145.69699,5.796466,-80.74663,605.4445,1.5135183,121.57111,-11.977289,13.922435,970.9053,510.03568,4956.401,444.62662
54174.918,54627.656,213016.39,52251.062,53684.5,146634.06,30.168053,237.92578,609.27905,3593.568,2167.9211,28.752806,202.729,863.97095,2869.9604,10797.488,2376.5977,9603.21,444.8519
59020.99,59173.684,213599.19,41438.1,42453.36,120135.77,-2.115882,186.10481,751.8815,2976.3022,1314.4202,14.672671,151.22945,597.5795,2266.5527,1371.988,648.26685,6746.3237,445.01093
63817.344,64493.81,219797.8,56743.965,58557.246,139161.58,117.025215,682.45764,321.1962,836.6311,391.68503,96.630585,131.62163,63.19006,-71.95551,384.46484,386.4465,1969.3722,445.33447
68028.77,67135.195,212994.98,38144.605,39187.66,114166.92,68.187935,43.016186,196.6733,155.1621,973.2485,6.0792594,69.148994,0.1950565,0.24383156,1030.8666,914.4232,8283.572,445.35043
79108.21,80644.8,198639.88,26031.605,27825.875,105286.164,76.46694,286.99768,95.43868,80.36227,405.39493,9.441507,16.678062,-20.053928,36.64345,500.79922,188.29909,2917.6626,445.43146
67377.65,68048.375,206965.95,33559.863,35224.207,110202.67,34.936905,103.20037,15.607582,632.48737,656.0377,11.876766,-6.562269,10.33488,292.12982,4087.533,918.7178,5474.0356,445.69376
51101.66,53012.742,193190.53,31318.44,32410.889,119222.0,-18.070776,-18.242332,574.326,3562.4019,723.5172,4.553153,223.49881,928.1711,3134.9292,2675.3713,349.62436,1482.4517,445.7774
47816.67,47478.18,217226.0,54937.375,56369.832,140803.03,80.84151,270.47913,817.4166,3673.6858,762.8041,36.228394,224.19398,982.3672,2886.7102,5938.233,994.38965,1752.5221,446.01373
60989.633,61666.8,216571.11,41586.617,43234.74,118411.555,36.085903,34.55429,529.17706,3492.2915,1481.8608,87.07425,125.224205,601.25073,2650.6062,10562.265,2434.5476,10085.129,446.2289
32053.02,33976.336,179108.23,23462.352,25202.14,99977.54,289.07327,870.31366,293.2795,573.5644,152.6791,22.329922,228.3165,34.881336,164.78497,92.826706,167.46396,1166.8259,446.4104
76404.4,76376.24,206898.95,33956.72,35115.992,111096.78,133.13058,79.04415,-19.786354,130.81573,1203.9368,-16.382729,5.3895316,14.722722,88.50901,849.24316,1091.0453,11580.302,446.5263
55743.812,55676.73,216924.55,54335.84,55773.098,132124.05,97.88776,96.33481,545.1874,3310.2114,1103.0607,5.5865097,127.49991,615.4308,3035.2102,1513.8729,814.7776,5966.447,446.71747
52856.863,53917.598,201159.55,28316.506,29660.168,107074.95,-29.27923,91.13528,74.128456,321.8836,-82.462204,52.61692,72.60541,77.449524,30.703238,188.74503,-52.078793,-148.8975,446.81464
76635.12,76133.53,211400.84,37575.676,38574.164,119932.85,57.58751,58.3756,2.6785705,235.42233,838.747,0.29261094,139.90074,3.472652,-1.5143698,851.3089,418.94443,5631.4136,446.9659
76314.8,75707.984,213127.98,42272.715,43622.668,120617.266,97.35025,315.29227,201.48097,177.34084,1327.1154,5.488012,19.547691,89.79989,-84.8506,1856.1904,959.163,12477.057,447.00665
62884.52,62670.492,218618.72,55798.723,53912.47,182761.84,176.39891,344.40207,203.41455,84.13517,905.13995,50.015827,357.6476,141.93262,57.152977,1485.659,696.649,8019.101,447.11084
79834.96,83991.836,199586.7,32019.299,32947.297,136625.06,48.25461,106.95792,-62.103992,114.2868,1035.6956,1.709117,-13.721109,-10.508809,9.441507,1041.0867,469.611,7475.264,447.51285
74239.914,77062.22,207118.23,41416.004,43255.81,124012.66,122.91416,230.06213,-89.32453,295.41016,1691.1615,28.086975,5.8821077,-0.59656996,-55.526894,1741.2148,961.9356,12068.853,447.5309
60191.406,63124.43,192949.17,36452.54,38376.95,117316.9,553.11755,2786.3303,2970.0122,4701.1465,2325.6401,362.30875,572.5236,565.686,471.7322,1703.4332,717.0891,3442.7996,447.58194
79690.875,83445.12,201580.28,40526.285,41219.27,123968.97,-20.644144,31.5003,71.36899,349.07617,777.9583,-29.369596,145.71037,-1.4225899,-56.628258,1333.7716,632.8824,10922.793,447.5836
63579.543,64462.645,200516.56,27640.05,28480.27,107222.445,2.9225998,361.31122,512.3959,2723.3115,1170.3687,0.97598237,95.24619,566.64966,1896.3124,1619.4438,665.7714,5304.8066,447.6501
79341.22,80215.47,212930.4,38379.402,40599.582,112539.38,74.428314,106.12312,54.57353,25.42934,1852.426,20.861301,324.5934,46.528328,-75.2596,1204.4988,837.06604,11035.648,447.65976
47346.58,46771.38,211652.61,41298.715,42660.312,146380.69,145.63779,1616.5338,1321.74,2600.6475,1501.304,330.10654,337.41547,199.00104,182.27823,1111.5941,505.3937,3624.532,447.88882
78242.18,77365.1,215845.56,41988.227,43577.848,118456.18,13.560052,204.41037,62.987896,-131.41342,774.47,19.345856,124.987076,-1.9273798,20.254658,1628.0331,528.91876,8037.2583,448.06403
33655.26,35695.91,183652.5,25731.623,27245.533,100568.86,332.2978,1077.6129,982.28394,1400.1992,797.5731,208.5474,517.63916,311.36716,214.8223,469.71622,420.2205,2602.0369,448.1241
77204.4,76399.41,223301.0,58832.945,60567.867,136376.66,95.79716,420.07837,-59.81655,197.02522,1499.6455,32.09282,70.49347,-8.53554,281.44855,3869.161,1217.0021,10327.801,448.25214
58204.914,58886.965,212771.53,39157.64,40474.758,121665.0,107.31564,147.177,492.2355,1294.8053,1581.4788,-28.497688,-19.962149,354.28278,1365.1356,1301.9155,792.70667,9386.143,448.2625
63141.8,63896.984,211023.73,37251.074,39023.594,122870.76,168.79854,132.83388,352.72134,1583.0227,1487.1218,24.15807,114.01812,428.83298,1746.7568,1375.7391,1168.2937,10583.683,448.31046
51827.57,52724.45,210639.69,35239.402,36963.824,113760.74,-62.103992,119.22686,890.90063,3835.179,1019.2832,-13.262209,181.99739,1021.41956,2923.3765,1414.9341,321.10193,3986.4197,448.50162
68340.52,69963.945,197039.64,25697.826,27019.775,86263.48,9.605885,109.22315,662.7285,4291.6377,766.0064,57.03065,158.53023,1121.0927,3684.0032,8076.562,1278.7029,1965.4037,448.70892
72330.43,73338.43,205962.17,33552.21,32110.73,146701.47,-90.41106,245.83594,795.51447,2474.3809,648.8895,67.99627,158.43611,735.1118,2566.811,1245.6508,363.09607,3238.3442,448.75226
54845.906,55390.234,205781.25,34921.605,36446.637,117109.92,92.68966,69.02236,388.40714,3146.6023,816.0441,31.42337,65.78604,1053.4967,2849.631,1536.4332,545.60223,5936.548,448.7772
29704.281,31312.424,183875.88,27909.215,29068.242,113789.55,28.332174,708.6489,464.31363,1109.008,1221.55,116.48971,237.84286,215.93686,175.53323,750.3043,493.21854,5090.3486,448.8732
55158.137,55328.406,203592.28,29631.627,30324.777,111728.32,90.1187,87.008064,423.3355,2275.0876,1327.8588,12.026201,3.8162184,521.03503,2046.8773,1196.0183,418.62534,5526.5493,448.9562
57879.652,58775.85,209571.95,52207.145,54553.043,148220.86,-7.4913654,127.43072,359.66263,1544.8225,2352.5747,39.869392,106.2617,266.61285,1332.2784,2138.764,1234.0717,15172.76,449.13995
57584.977,56613.29,215373.83,54789.902,56162.137,134740.38,187.10384,148.6566,1546.4237,3125.1575,2193.7693,79.36654,8579.639,2578.926,1127.8385,28224.975,5853.1562,16263.37,449.194
60738.87,60079.824,217291.5,45109.797,46200.527,124891.34,-0.51467395,83.05745,344.57312,1073.6671,841.0345,10.136231,100.82888,271.01422,938.86346,1081.3146,595.88904,6985.408,449.30038
34458.863,34985.918,201487.61,47965.086,49843.875,120729.66,-16.755497,25.555315,331.2116,427.20758,-22.073795,-1.8814899,-23.495678,-5.2314596,-12.573858,302.9379,11.478361,113.73498,449.43488
75433.81,76013.41,209987.78,35035.72,36455.562,109808.99,90.89609,90.836296,-31.681044,-16.86987,-58.215343,13.622613,-59.565212,-35.74831,-83.9328,58.747593,-24.299814,-52.350605,449.70953
79294.56,78856.46,207824.05,34119.77,35982.996,117153.26,-4.517694,-55.01293,85.152824,118.15589,984.5141,29.111628,-5.4150195,13.572659,-127.895424,717.6871,790.3147,8115.8115,450.07294
42322.992,43862.59,206792.77,33192.06,34461.586,114085.016,-24.475609,102.54402,863.1654,3221.9734,394.50906,6.621788,170.37367,627.408,2770.012,722.52527,265.14447,722.9058,450.11118
79630.02,78050.875,223009.9,54654.92,55333.605,136018.98,75.207886,187.33888,125.11347,631.4131,1487.5221,67.467834,684.0822,203.47421,63.238148,6073.5938,1688.8641,12591.599,450.25806
75347.21,82455.84,168183.92,44202.28,45460.387,120568.49,57.521866,252.2252,36.213673,324.46048,1470.2521,45.26471,-33.72915,-6.1492596,71.59756,1055.5469,657.2366,9141.351,450.3562
41175.203,43991.145,203126.61,33431.54,34974.836,110561.96,503.1823,2986.253,2326.0405,3627.1936,1408.3196,342.10056,619.2396,508.58588,802.5701,916.054,847.61224,3198.986,450.4693
49879.27,50243.73,211381.33,39591.36,41676.016,114835.336,36.980762,0.9728049,637.1041,3278.1301,570.9522,62.564877,168.7307,803.6256,2333.3228,1487.7249,299.3406,3312.385,450.53232
59594.082,61495.43,200406.86,26794.67,28146.047,108406.95,6.3481507,82.69817,519.6659,3348.24,648.3177,1.2202513,147.59804,879.48175,3116.0225,5356.396,932.9606,807.8193,450.559
78563.76,79424.76,202953.22,28868.293,30152.756,108356.125,46.375122,131.0532,-78.45919,-25.905258,572.42175,-9.72868,3.5707915,-17.575869,-19.778587,434.49963,334.4911,5238.8657,450.80746
60221.62,60613.418,212178.89,41925.83,43002.01,126803.74,-111.56988,201.12935,1686.8153,4127.7427,1143.3768,128.44778,8409.663,3276.867,3888.9934,13943.743,2745.4985,6654.5605,451.81674
77915.586,77187.19,212549.44,37524.156,38517.09,117015.15,35.383533,197.729,26.942444,271.75165,1268.0995,13.422818,-84.8506,38.462536,-83.65746,927.47003,875.8261,12243.246,451.85498
52502.418,52269.812,210926.25,36407.08,37800.64,123933.336,39.28664,-83.43437,723.6316,4229.019,716.8837,0.97598237,55.014584,763.65546,3480.8938,1355.299,298.5772,616.19324,451.93784
56239.895,57762.656,203649.58,38771.86,40690.4,117976.48,63.648903,190.98062,638.0699,3454.263,677.19653,-13.262209,214.91519,831.1596,2880.8362,335.73593,131.40549,126.49983,451.97906
60860.832,60916.89,213641.45,40385.227,41534.13,115580.0,184.16502,178.93001,257.50507,660.8414,949.97375,54.534374,55.152287,139.75893,793.6675,1050.3824,364.11835,6508.9795,452.08398
47921.137,45724.414,214248.03,55779.31,53157.934,141136.39,12.321993,42.7584,653.52155,2935.8147,935.5057,-5.3232393,146.55992,575.7818,2507.4294,1997.2599,621.52075,3330.216,452.28824
66928.58,66974.49,210416.92,35625.426,38073.977,111979.31,78.98423,217.68983,887.41235,3354.5305,909.2574,-17.162857,192.56259,758.8829,2796.674,3974.2969,1157.7474,3268.026,452.3501
55480.02,55419.0,214655.78,42971.2,44192.777,121495.74,194.85463,220.49362,785.6212,4416.646,774.52716,-1.10136,127.073296,945.0127,3299.399,14369.561,1998.2383,2182.743,452.37518
47830.348,49179.695,206854.58,31516.633,32517.395,108240.11,189.86487,511.40366,458.40894,2969.8977,542.5046,107.595055,224.33302,211.10497,343.04593,27717.262,4390.275,2959.0864,452.78842
70754.79,70311.555,217502.89,47081.867,49120.09,122016.92,-143.70842,150.31328,-75.02803,-92.6985,1119.8734,14.02241,-29.874388,-39.694847,128.353,908.60645,604.51996,7685.482,453.16974
77308.62,76368.46,209864.19,35618.465,36570.617,114665.76,116.13239,201.18794,307.71622,2318.3777,189.98233,132.99467,149.62633,297.3234,1366.4664,1354.4835,245.17464,228.49976,453.80624
57197.78,58763.97,202841.47,31671.928,33185.41,115371.72,47.606007,69.02236,636.2992,3033.717,588.12213,3.5707915,117.10738,764.8945,2610.3606,860.16986,241.59033,868.37854,454.01254
49984.996,55333.242,165423.88,39520.184,42109.273,116847.8,-45.63443,111.24917,491.90338,3751.7446,722.77386,11.578011,155.89394,754.248,3069.8572,608.96313,122.210686,1197.323,454.21313
67044.945,71924.73,186659.11,28161.42,28604.703,110829.62,-27.84958,-25.44777,744.21857,3051.6738,730.4939,21.873755,115.82441,716.2052,3398.3376,1964.3707,375.93958,1538.825,454.22958
79581.586,84243.71,199898.19,31332.525,32580.814,110836.875,82.03943,220.37682,-9.607247,106.6598,787.67993,-7.2506194,-8.948549,8.549542,32.35049,812.1139,632.7737,7011.7734,454.24323
35875.848,37838.23,191918.31,58621.766,61921.918,145115.33,-48.150608,210.43994,-24.246864,295.69803,-61.131832,-16.290949,-104.99631,35.24372,-36.941444,52.313854,87.71461,-6.6321635,454.33258
79506.945,80849.81,218153.69,50391.168,52865.266,137408.4,95.49843,137.99458,-8.291969,286.01727,834.1722,14.622624,134.27264,23.954668,47.63599,944.26794,618.9113,6984.701,454.45184
52625.5,52870.402,213228.45,45358.19,46051.734,131470.77,94.960686,251.06409,551.6419,2166.5488,1540.3619,-16.382729,70.82953,493.6033,1925.3148,1561.8202,914.53186,10214.293,454.78915
35222.977,35027.305,206092.33,43484.92,45617.36,119808.52,48.124844,132.06232,612.35516,3855.0796,876.94727,-26.707977,133.84671,891.59674,2798.1426,7026.125,1151.3871,3560.2217,455.12997
68688.31,69998.62,203082.66,29193.332,30995.803,108649.47,147.35457,7.2072024,827.4242,4350.7104,745.4767,14.02241,263.76782,993.8855,3417.2903,5032.888,836.03314,1371.1183,455.2021
75131.53,73552.15,214855.1,41007.133,40124.37,119950.15,108.09065,679.484,1279.8798,1220.8639,862.708,140.84592,5055.104,1617.5765,386.64435,984.82196,754.4901,7075.159,455.83374
63758.75,64748.934,206405.55,37012.254,38444.33,121029.18,158.17567,283.5366,765.7205,3786.285,1922.0786,34.00213,91.42493,1006.0923,3522.0115,12793.28,3084.4453,13767.774,455.86737
78609.27,78804.66,223301.7,59354.67,62466.312,144514.06,148.77495,185.3995,102.24566,-23.446259,564.0337,42.06399,-18.906677,10.235548,10.136231,695.1812,224.23936,3919.9893,455.9213
62421.414,63621.516,206420.47,33539.32,33316.535,124265.914,25.996393,156.2259,330.18234,1812.3959,259.70825,9.639914,60.97749,391.62662,1242.1505,1060.8201,198.93536,584.9352,456.34726
41864.574,42615.875,211294.86,46812.453,49218.652,119946.56,64.90625,-73.14089,677.2537,3426.1848,683.77295,-14.134119,-15.46493,657.0989,2749.2695,2331.7493,541.722,2393.4502,456.3499
51877.285,52737.082,200249.64,28797.234,29694.924,102978.51,144.2166,47.087505,577.48,2262.3926,534.721,-0.045889996,136.35446,616.9451,2077.2566,2151.213,489.34482,721.54675,456.4333
63501.31,63781.98,216036.4,44042.715,45095.777,128938.766,169.03438,15.172766,94.48265,525.8805,620.1172,3.1783364,120.052055,5.537258,51.341652,841.1976,500.85147,6375.1943,456.49335
54608.01,55056.707,210821.6,37526.71,39194.14,114830.68,-24.761538,204.46896,638.0699,2795.6516,730.3223,-5.0020094,211.24442,935.4217,2605.7258,863.54034,103.432816,2000.5759,456.4965
69827.71,66284.65,214030.36,41010.344,42451.734,120684.71,-57.471928,134.55464,756.5708,2816.1245,1512.8555,25.328972,269.54764,482.25003,2688.649,1014.88416,685.8853,5314.3203,456.5258
49944.72,55836.137,145118.52,33835.14,33924.613,114221.195,110.65336,-34.3116,724.0319,3891.2783,613.9733,33.692112,77.97678,985.8548,2667.4937,2357.7886,494.3172,1112.1378,456.546
77768.56,82054.61,203333.92,35351.02,36653.742,119930.1,80.36227,146.58505,-36.427483,85.392235,1532.7563,-11.105379,83.8683,4.356541,-108.57573,899.36487,921.8708,11212.325,456.5577
79348.99,81641.445,210898.11,36543.92,37607.855,114817.914,71.90899,193.27016,14.303928,21.973488,927.9,-14.638908,34.415718,108.54722,110.022644,1195.366,813.038,10090.945,456.63492
59484.355,59695.004,207368.81,35631.09,34405.93,123274.24,43.596508,188.92511,521.75665,3751.23,2042.9698,7.4612775,137.67874,813.1707,3099.2268,1289.7384,777.8658,8370.171,457.08942
56159.82,56802.98,215752.06,53789.38,55935.88,143590.7,32.834904,271.0576,902.56665,3830.3755,1052.4512,3.5217197,183.54173,817.11725,3579.1443,5358.5166,999.4453,2971.6985,457.36694
61005.25,62588.703,213033.83,43022.594,44990.996,124224.95,-25.504953,72.74889,148.47906,229.47917,25.240421,11.1799135,-8.994439,-57.591946,170.65526,210.43767,-21.636074,55.430393,457.4441
79056.5,79026.586,214344.44,42585.812,43901.54,125743.21,154.03897,-35.512505,68.95581,370.34045,1522.0625,1.1713887,177.73589,0.29261094,-132.02551,1782.8561,1072.5623,13975.654,457.55
